district_id,district_name,county,enrollment,website_url,video_platform,video_url,archive_start_year,youtube_channel_id,notes,confidence,last_checked
031901,Conroe ISD,Montgomery,72000,https://www.conroeisd.net,youtube,https://www.youtube.com/@conroeisd,,@conroeisd,YouTube channel found via API: @conroeisd. Board meetings on Conroe ISD YouTube Channel. Exact channel URL not found. Third Tuesday 6pm,high,2026-01-15
227904,Mansfield ISD,Tarrant,44000,https://www.mansfieldisd.org,swagit,https://mansfieldisd.new.swagit.com/,2014,,Comprehensive video archive back to 2014 on Swagit platform,high,2026-01-14
071902,El Paso ISD,El Paso,52000,https://www.episd.org,swagit,http://elpasoisdtx.swagit.com/,2014,,Board of Trustees meetings archived on Swagit back to 2014,high,2026-01-14
015916,Judson ISD,Bexar,43000,https://www.judsonisd.org,none_found,https://meetings.boardbook.org/public/organization/1434,,,BoardBook Premier for agendas only. Claims YouTube livestreams but no videos found on YouTube or in BoardBook,low,2026-01-15
070901,Corpus Christi ISD,Nueces,38000,https://www.ccisd.us,granicus,https://ccisd.granicus.com/,,,Regular board meetings archived on Granicus platform,high,2026-01-14
161914,Frisco ISD,Collin,67000,https://www.friscoisd.org,swagit,https://friscoisdtx.new.swagit.com/,2019,,Board of Trustees meetings on Swagit. Video archive back to 2019,high,2026-01-14
079901,Lamar Consolidated ISD,Fort Bend,42000,https://www.lcisd.org,swagit,https://lamarcisdtx.new.swagit.com/,,,Board meetings live-streamed and archived on Swagit. Also uses BoardBook at meetings.boardbook.org/public/Organization/2273,high,2026-01-14
101907,Spring Branch ISD,Harris,35000,https://www.springbranchisd.com,swagit,https://springbranchisdtx.new.swagit.com/,2020,,Board meetings on Swagit back to 2020. Video archive available,high,2026-01-14
220906,Hurst-Euless-Bedford ISD,Tarrant,34000,https://www.hebisd.edu,boarddocs,https://go.boarddocs.com/tx/hebisd/Board.nsf/Public,,,Uses BoardDocs for agendas and meetings. Also mentions YouTube channel for videos,medium,2026-01-14
220916,Keller ISD,Tarrant,36000,https://www.kellerisd.net,youtube,https://www.youtube.com/kellerisd,,@kellerisd,Board meetings livestreamed on YouTube @kellerisd. Archive available since June 2024. Playlist at youtube.com/playlist?list=PLsN83hm_WEq7TOpLFK4AY0FqxKgQYb4tK,high,2026-01-15
057910,Mesquite ISD,Dallas,35000,https://www.mesquiteisd.org,swagit,https://mesquiteisdtx.new.swagit.com/,,,Board meetings archived on Swagit platform,high,2026-01-14
057909,Irving ISD,Dallas,34000,https://www.irvingisd.net,swagit,http://irvingisdtx.swagit.com/,2012,,Board of Trustees meetings on Swagit. Archive back to 2012. Also at irvingisdtx.new.swagit.com,high,2026-01-14
170902,Midland ISD,Midland,26000,https://www.midlandisd.net,youtube,https://www.youtube.com/@misdmedia8725,2018,@misdmedia8725,YouTube channel @misdmedia8725 found via manual web search. Board meetings archived on YouTube from 2018-2025. Uses BoardBook at meetings.boardbook.org/public/organization/641,high,2026-01-15
227913,Grand Prairie ISD,Dallas,33000,https://www.gpisd.org,swagit,https://grandprairieisdtx.new.swagit.com/,2017,,Board of Trustees meetings on Swagit. Archive back to 2017,high,2026-01-14
101919,Humble ISD,Harris,47000,https://www.humbleisd.net,boarddocs,https://www.humbleisd.net/boardmeetinglive,,,Board meetings livestreamed at humbleisd.net/boardmeetinglive. Past recordings on BoardDocs/Diligent portal,high,2026-01-15
015917,Southwest ISD,Bexar,33000,https://www.swisd.net,youtube,https://www.youtube.com/@southwestisdschoolboard2648,,@southwestisdschoolboard2648,YouTube channel found via API: @southwestisdschoolboard2648. Board meetings posted on YouTube. Channel URL not found. Uses BoardBook for agendas,high,2026-01-15
101903,Alief ISD,Harris,42000,https://www.aliefisd.net,website_stream,https://video.aliefisd.net/,,,Board meetings livestreamed at video.aliefisd.net. Archive status requires login verification. Uses BoardBook at meetings.boardbook.org/public/Organization/770,medium,2026-01-15
108904,Little Elm ISD,Denton,28000,https://www.leisd.net,swagit,https://littleelmisdtx.new.swagit.com/,,,Board meetings on Swagit platform. Uses Granicus for agenda attachments,high,2026-01-14
178904,Killeen ISD,Bell,42000,https://www.killeenisd.org,swagit,https://killeenisdtx.new.swagit.com/,,,Board meetings archived on Swagit. Recent meetings from 2025 available,high,2026-01-14
174902,Brownsville ISD,Cameron,40000,https://www.bisd.us,website_archive,https://www.bisd.us/page/live-stream,,,Board meetings livestreamed and archived at bisd.us/page/live-stream. Uses BoardBook for agendas,high,2026-01-15
178912,Temple ISD,Bell,14000,https://www.tisd.org,citizenportal,https://citizenportal.ai/,,,BoardBook for agendas. CitizenPortal.ai has videos but requires paid subscription - not free public access,low,2026-01-15
101913,Pasadena ISD,Harris,48000,https://www.pasadenaisd.org,website_archive,https://pisd.ss4.sharpschool.com/school_board/board_meeting_videos,,,Recorded board meetings on district website. Uses BoardBook at meetings.boardbook.org/Public/Organization/1894,high,2026-01-15
071905,Socorro ISD,El Paso,46000,https://www.sisd.net,youtube,https://meetings.boardbook.org/public/Organization/2313,,,Each meeting has unique YouTube livestream link. BoardBook Premier has embedded links for each meeting,high,2026-01-15
068901,Ector County ISD,Ector,35000,https://www.ectorcountyisd.org,swagit,https://ectorcountyisdtx.new.swagit.com/,,,Board meetings on Swagit platform,high,2026-01-14
227907,Birdville ISD,Tarrant,23000,https://www.birdvilleschools.net,swagit,https://birdvilleisdtx.new.swagit.com/,2017,,Board meetings on Swagit. Archive back to 2017,high,2026-01-14
227910,Crowley ISD,Tarrant,26000,https://www.crowleyisdtx.org,swagit,https://crowleyisdtx.new.swagit.com/,2020,,Board meetings on Swagit. Archive back to 2020,high,2026-01-14
015912,Harlandale ISD,Bexar,14000,https://www.harlandale.net,youtube,https://www.youtube.com/@harlandaleisdsatx,,@harlandaleisdsatx,YouTube channel found via API: @harlandaleisdsatx. Livestream on Harlandale ISD YouTube Channel. Videos posted within 5 days. Channel URL not found,high,2026-01-15
015908,South San Antonio ISD,Bexar,9000,https://www.southsanisd.net,youtube,https://www.youtube.com/@SouthSanAntonio,,@SouthSanAntonio,Recordings on YouTube @SouthSanAntonio. Live stream at southsanisd.net/live. Uses BoardBook for agendas,high,2026-01-15
137902,Lubbock ISD,Lubbock,29000,https://www.lubbockisd.org,swagit,https://lubbockisdtx.new.swagit.com/,2021,,Board meetings and workshops on Swagit. Archive back to 2021,high,2026-01-14
020905,Waco ISD,McLennan,20000,https://www.wacoisd.org,website_archive,https://www.wacoisd.org/board/board-meetings/board-meetings,,,Board meeting videos on wacoisd.org. Live stream at wacoisd.org/live. Uses BoardBook at meetings.boardbook.org/public/Organization/1965,high,2026-01-15
084902,Amarillo ISD,Potter,28000,https://www.amaisd.org,website_archive,https://video.amaisd.org/,,,Board meetings on dedicated video subdomain video.amaisd.org. Uses BoardBook at meetings.boardbook.org/Public/Organization/1931,high,2026-01-15
246901,Round Rock ISD,Williamson,47000,https://www.roundrockisd.org,boarddocs,https://go.boarddocs.com/tx/rrisd/Board.nsf/Public,,,Uses BoardDocs for meetings and agendas. Video availability through BoardDocs portal,high,2026-01-14
165906,McKinney ISD,Collin,38000,https://www.mckinneyisd.net,swagit,https://mckinneyisdtx.new.swagit.com/,2019,,Board meetings on Swagit. Video archive back to 2019,high,2026-01-14
246904,Leander ISD,Williamson,41000,https://www.leanderisd.org,website_archive,https://mediaspace.leanderisd.org/playlist/dedicated/36948912/1_1xfxrstf/1_z5nol3rv,,,Board meetings on Mediaspace video hub. Live stream at leanderisd.org/boardlivestream. Uses BoardBook at meetings.boardbook.org/Public/Organization/795,high,2026-01-15
246909,Pflugerville ISD,Travis,27000,https://www.pfisd.net,swagit,https://pfisd.new.swagit.com/,2021,,Board meetings and workshops on Swagit. Archive back to 2021,high,2026-01-14
161902,Allen ISD,Collin,23000,https://www.allenisd.org,swagit,https://allenisd.new.swagit.com/,2009,,Board meetings on Swagit. Archive back to 2009,high,2026-01-14
015903,East Central ISD,Bexar,11000,https://www.ecisd.net,diligent,https://eastcentralisd.diligent.community/Portal/,,,Diligent Community portal has Board Meeting Live Stream and Previous Board Meeting Videos sections,high,2026-01-15
057917,Wylie ISD,Collin,18000,https://www.wylieisd.net,youtube,https://www.youtube.com/user/TheWylieISD,,@TheWylieISD,Board meetings livestreamed on YouTube @TheWylieISD. Archive also available on district website video page,high,2026-01-15
057920,Coppell ISD,Dallas,13000,https://www.coppellisd.com,swagit,https://coppellisd.new.swagit.com/,2021,,Board meetings on Swagit. Archive back to 2021,high,2026-01-14
161909,Prosper ISD,Collin,27000,https://www.prosper-isd.net,website_archive,https://www.prosper-isd.net/domain/727,,,Board meeting recaps with videos on district website. Uses BoardBook at meetings.boardbook.org/Public/Organization/2084,high,2026-01-15
161908,Celina ISD,Collin,11000,https://www.celinaisd.com,boardbook,https://meetings.boardbook.org/Public/Organization/758,,,Uses BoardBook Premier for agendas. No official video archive found. News stations cover some meetings,low,2026-01-15
220915,Eagle Mountain-Saginaw ISD,Tarrant,25000,https://www.emsisd.com,website_archive,https://www.emsisd.com/about-ems-isd/board-of-education/board-meeting-notices-agendas-minutes-and-videos,,,Board meetings livestreamed and archived on district website. Uses BoardBook at meetings.boardbook.org/public/Organization/1017,high,2026-01-15
220909,Grapevine-Colleyville ISD,Tarrant,14000,https://www.gcisd.net,website_archive,https://www.gcisd.net/page/meeting-agendas-board-summaries-minutes-and-videos,,,Board meetings on district website. Uses BoardBook at meetings.boardbook.org/public/Organization/1198,high,2026-01-15
071910,Ysleta ISD,El Paso,40000,https://www.yisd.net,granicus,https://ysletaschoolstx.iqm2.com/Citizens/Default.aspx,,,Board meetings on Granicus meeting portal. Can browse meetings and notices,high,2026-01-14
227902,Burleson ISD,Tarrant,10000,https://www.burlesonisd.net,website_archive,https://www.burlesonisd.net/our-district/board-of-trustees/board-meeting-video-archive,,,Board meeting video archive on district website. Live stream available. Uses BoardBook at meetings.boardbook.org/public/Organization/1384,high,2026-01-15
220912,Lake Worth ISD,Tarrant,3000,https://www.lwisd.org,none_found,https://meetings.boardbook.org/Public/Organization/842,,,BoardBook for agendas only. District under TEA takeover as of 2026. No video archive found,low,2026-01-15
057919,Lancaster ISD,Dallas,7000,https://www.lancasterisd.org,swagit,https://lancasterisdtx.new.swagit.com/views/309/,2021,,Comprehensive video archive with Board of Trustees Regular Meetings back to 2021,high,2026-01-14
101908,Clear Creek ISD,Galveston,42000,https://www.ccisd.net,youtube,https://www.youtube.com/@ccisdtv,,@ccisdtv,Board meetings livestreamed and archived on YouTube @ccisdtv. Fourth Monday of each month,high,2026-01-15
057907,Duncanville ISD,Dallas,13000,https://www.duncanvilleisd.org,none_found,https://meetings.boardbook.org/public/Organization/858,,,BoardBook for agendas only. Meeting notices mention recordings posted to website but no video archive found,low,2026-01-15
057915,Cedar Hill ISD,Dallas,9000,https://www.chisd.net,none_found,https://meetings.boardbook.org/public/Organization/1600,,,BoardBook for agendas. Livestream info page exists but no video archive. Historical COVID-era streaming URLs from 2020-2021 only,low,2026-01-15
227908,Everman ISD,Tarrant,7000,https://www.eisd.org,none_found,https://meetings.boardbook.org/public/Organization/1454,,,BoardBook agendas only - no videos,low,2026-01-14
101911,Galena Park ISD,Harris,22000,https://www.galenaparkisd.com,youtube,https://www.youtube.com/channel/UCIE5RuIrMgd0-ikIzz689EQ,2021,@GalenaParkISD,Board meetings archived on YouTube @GalenaParkISD channel. Videos organized by school year back to August 2021,high,2026-01-15
101905,Channelview ISD,Harris,10000,https://www.cvisd.org,swagit,https://cvisd.new.swagit.com/,,,Found June 2021 board meeting on Swagit. Full archive not confirmed,medium,2026-01-14
101910,Deer Park ISD,Harris,14000,https://www.dpisd.org,website_archive,https://www.dpisd.org/apps/video/,,,Board of Trustees meetings archived on Vimeo (vimeo.com/album/3736131). Video gallery on district website,high,2026-01-15
101904,La Porte ISD,Harris,8000,https://www.lpisd.org,youtube,https://www.youtube.com/@laporteisd,,@laporteisd,YouTube channel found via API: @laporteisd. District mentions YouTube livestreams for board meetings but channel URL not found,high,2026-01-15
101918,Sheldon ISD,Harris,8000,https://www.sheldonisd.com,none_found,https://meetings.boardbook.org/Public/Organization/1876,,,BoardBook agendas only - no videos (historical Zoom during COVID),low,2026-01-14
101906,Goose Creek CISD,Harris,25000,https://www.gccisd.net,none_found,https://meetings.boardbook.org/public/Organization/1195,,,BoardBook for agendas only. No video archive found despite page title mentioning videos,low,2026-01-15
079902,Stafford MSD,Fort Bend,4000,https://www.staffordmsd.org,swagit,https://staffordmsdtx.v3.swagit.com/,2016,,Board of Trustees meetings on Swagit. Archive back to 2016,high,2026-01-14
246903,Hays CISD,Hays,23000,https://www.hayscisd.net,swagit,https://hayscisdtx.new.swagit.com/,2021,,Board meetings and agenda workshops on Swagit. Videos back to 2021,high,2026-01-14
246907,San Marcos CISD,Hays,9000,https://www.smcisd.net,none_found,https://meetings.boardbook.org/public/Organization/981,,,BoardBook for agendas/documents only. No video archive or livestream confirmed,low,2026-01-15
015914,Schertz-Cibolo-Universal City ISD,Guadalupe,16000,https://www.scucisd.org,youtube,https://www.youtube.com/@schertz-cibolo-universalci9534,,@schertz-cibolo-universalci9534,YouTube channel found via API: @schertz-cibolo-universalci9534. Board meetings livestreamed on YouTube. Channel URL via tinyurl link,high,2026-01-15
015913,Edgewood ISD,Bexar,11000,https://www.eisd.net,youtube,https://www.youtube.com/@edgewoodisd-sanantoniotx9052,,@edgewoodisd-sanantoniotx9052,YouTube channel found via API: @edgewoodisd-sanantoniotx9052. Board meeting videos posted on YouTube channel. Channel URL not found,high,2026-01-15
015909,Somerset ISD,Bexar,6000,https://www.sisdk12.net,none_found,https://meetings.boardbook.org/Public/Organization/2259,,,BoardBook agendas only - no videos,low,2026-01-14
212902,United ISD,Webb,45000,https://www.uisd.net,youtube,https://www.youtube.com/channel/UCDwNg23atQP7q8z0Xx0WEFw,,channel/UCDwNg23atQP7q8z0Xx0WEFw,YouTube channel UCDwNg23atQP7q8z0Xx0WEFw found via web search (3600 subs 1132 videos). Board meetings livestreamed on YouTube. Uses BoardBook at meetings.boardbook.org/Public/Organization/2029,high,2026-01-15
212901,Laredo ISD,Webb,24000,https://www.laredoisd.org,none_found,https://meetings.boardbook.org/Public/Organization/2520,,,BoardBook agendas only - no videos,low,2026-01-14
108907,Carrollton-Farmers Branch ISD,Denton,4000,https://www.cfbisd.edu,swagit,https://cfbisd.new.swagit.com/,2023,,Board meetings on Swagit. Archive back to at least 2023,high,2026-01-14
108909,Argyle ISD,Denton,6000,https://www.argyleisd.com,youtube,https://www.youtube.com/@ArgyleISD,,@ArgyleISD,Regular and special meetings livestreamed on YouTube @ArgyleISD. Recordings at 6pm third Thursday. Workshops recorded next day,high,2026-01-15
031902,Willis ISD,Montgomery,15000,https://www.willisisd.org,none_found,https://www.willisisd.org/Page/3979,,,Board Minutes page exists but no videos found. No video archive confirmed,low,2026-01-15
031906,New Caney ISD,Montgomery,20000,https://www.newcaneyisd.org,website_archive,https://www.newcaneyisd.org/our-district/board-of-trustees/meeting-dates-recordings,2022,,Meeting Dates & Recordings page with video archives on district website back to 2022-2023,high,2026-01-15
031909,Magnolia ISD,Montgomery,15000,https://www.magnoliaisd.org,citizenportal,https://citizenportal.ai/,,,Board meeting videos mentioned on CitizenPortal.ai. Official district archive not found,medium,2026-01-14
031907,Montgomery ISD,Montgomery,11000,https://www.misd.org,website_archive,https://www.misd.org/about/board/board_meeting_videos,,,Board meeting videos posted on district website within 24-48 hours of meetings,high,2026-01-15
031905,Splendora ISD,Montgomery,4000,https://www.splendoraisd.org,citizenportal,https://citizenportal.ai/,,,Board meeting videos and transcripts on CitizenPortal.ai. Official district archive not found,medium,2026-01-14
246906,Georgetown ISD,Williamson,14000,https://www.georgetownisd.org,none_found,https://www.georgetownisd.org/,,,No video archive found. District may have informational videos but not board meetings,low,2026-01-14
220904,Azle ISD,Tarrant,6000,https://www.azleisd.net,audio_only,https://www.azleisd.net/documents/district/board-of-trustees/board-meeting-audio-recordings/16482006,2024,,Audio recordings only. No video found. BoardBook for agendas,low,2026-01-14
220917,Kennedale ISD,Tarrant,5000,https://www.kennedaleisd.net,youtube,https://www.youtube.com/kennedaleisd,,@kennedaleisd,Board meetings on YouTube @kennedaleisd with dedicated board meetings playlist,high,2026-01-15
178906,Belton ISD,Bell,10000,https://www.bisd.net,youtube,https://www.youtube.com/channel/UC_aM8OsTI3PMDsgszlHA2og,,,Board meetings livestreamed and archived on YouTube channel UC_aM8OsTI3PMDsgszlHA2og. Third Monday monthly at 6:15pm,high,2026-01-15
178909,Academy ISD,Bell,2000,https://www.academyisd.net,none_found,https://meetings.boardbook.org/public/Organization/2299,,,BoardBook agendas only - no videos,low,2026-01-14
178911,Salado ISD,Bell,2000,https://www.saladoisd.org,none_found,https://meetings.boardbook.org/Public/Organization/1288,,,BoardBook for agendas. District has promotional videos but no board meeting recordings found,low,2026-01-15
161916,Anna ISD,Collin,7000,https://www.annaisd.org,none_found,https://meetings.boardbook.org/Public/Organization/849,,,BoardBook for agendas. District newsroom has promotional content but no board meeting videos found,low,2026-01-15
161911,Community ISD,Collin,3000,https://www.communityisd.org,none_found,https://www.communityisd.org/,,,Board meetings mentioned but may not meet recording requirements. No videos found,low,2026-01-14
220902,White Settlement ISD,Tarrant,6000,https://www.wsisd.com,none_found,https://meetings.boardbook.org/Public/Organization/1404,,,BoardBook for agendas. Historical COVID-era meeting links mentioned but no current video archive found,low,2026-01-15
161915,Rockwall ISD,Rockwall,9000,https://www.rockwallisd.com,swagit,https://rockwallisdtx.new.swagit.com/views/631/,2020,,Board meetings on Swagit with archive back to at least 2020,high,2026-01-15
108910,Lake Dallas ISD,Denton,5000,https://www.ldisd.net,website_archive,https://www.ldisd.net/about-us/board-of-trustees/live-archived-board-meetings,,,Live and archived board meetings on district website. Uses BoardBook for agendas,high,2026-01-15
071908,Canutillo ISD,El Paso,6000,https://www.canutillo-isd.org,youtube,https://www.youtube.com/@canutilloisdpremier,,@canutilloisdpremier,YouTube channel found via API: @canutilloisdpremier. Board meetings livestreamed on YouTube channel. Fourth Tuesday monthly. Channel URL not found. Uses BoardBook for agendas,high,2026-01-15
071907,San Elizario ISD,El Paso,4000,https://www.seisd.net,none_found,https://meetings.boardbook.org/public/Organization/2311,,,BoardBook for agendas only. No video archive confirmed,low,2026-01-15
161904,Princeton ISD,Collin,8000,https://www.princetonisd.net,youtube,https://www.youtube.com/@princetonisd,,@princetonisd,YouTube channel found via API: @princetonisd. Board meetings recorded live on YouTube channel. Channel URL not found. Uses BoardBook for agendas,high,2026-01-15
079909,Needville ISD,Fort Bend,2000,https://www.needvilleisd.com,none_found,https://meetings.boardbook.org/public/Organization/1347,,,BoardBook for agendas only. Virtual meeting details page but no video archive confirmed,low,2026-01-15
161917,Lovejoy ISD,Collin,5000,https://www.lovejoyisd.net,website_archive,https://www.lovejoyisd.net/page/board-meeting-video-archive,,,Board Meeting Video Archive on district website. Uses BoardBook at meetings.boardbook.org/Public/Organization/856,high,2026-01-15
220910,Carroll ISD,Tarrant,8000,https://www.southlakecarroll.edu,swagit,https://carrollisdtx.new.swagit.com/,,,Board Meeting Videos page on district website + Swagit platform. First and third Monday monthly,high,2026-01-15
220919,Weatherford ISD,Parker,7000,https://www.weatherfordisd.com,none_found,https://meetings.boardbook.org/public/Organization/992,,,BoardBook for agendas only. Second Monday monthly. No video archive found,low,2026-01-15
246910,Taylor ISD,Williamson,2000,https://www.taylorisd.org,diligent,https://taylorisd.diligent.community/Portal/,,,Diligent Community portal for meetings. Uses BoardBook at meetings.boardbook.org/Public/Organization/2401. Video archive not confirmed,medium,2026-01-15
246908,Jarrell ISD,Williamson,3000,https://www.jarrellisd.org,none_found,https://www.jarrellisd.org/Page/63,,,Board meeting agendas page exists. Third Wednesday monthly. No video archive found,low,2026-01-15
071904,Clint ISD,El Paso,12000,https://www.clintweb.net,website_archive,https://www.clintweb.net/board-of-trustees/agendas-minutes-meetings-videos,,,Board meeting videos available on district website at clintweb.net. Uses BoardBook for documents. Second Tuesday monthly,high,2026-01-15
161910,Melissa ISD,Collin,5000,https://www.melissaisd.org,website_stream,https://www.melissaisd.org/live-feed,,,Live Feed page on district website. Uses BoardBook at meetings.boardbook.org/public/Organization/716. Archive status not confirmed,medium,2026-01-15
161903,Wylie ISD,Rockwall,8000,https://www.wylieisd.net,website_archive,https://www.wylieisd.net/our-district/school-board/video-archive,,@TheWylieISD,Board Meeting Video Archive on district website with date range filters. Also livestreamed on YouTube channel @TheWylieISD (youtube.com/user/TheWylieISD). Uses BoardBook at meetings.boardbook.org/public/Organization/2275,high,2026-01-15
057918,Highland Park ISD,Dallas,7000,https://www.hpisd.org,none_found,https://meetings.boardbook.org/public/Organization/2024,,,BoardBook Premier for agendas and minutes. Video gallery exists but contains promotional content only. No board meeting videos found,low,2026-01-15
108903,Aubrey ISD,Denton,4000,https://www.aubreyisd.net,none_found,https://meetings.boardbook.org/Public/Organization/1857,,,BoardBook Premier for agendas. No video archive found,low,2026-01-15
057908,DeSoto ISD,Dallas,9000,https://www.desotoisd.org,swagit,https://desotoisdtx.swagit.com/board-meetings,,,Board meetings on Swagit platform. Also available at desotoisdtx.swagit.com/live for livestreaming,high,2026-01-15
220908,Godley ISD,Johnson,2000,https://www.godleyisd.net,youtube,https://www.godleyisd.net/school-board/meeting-videos,,,Board meetings archived on YouTube channel and available on district website. Monthly meetings at 6pm on Mondays. Uses BoardBook at meetings.boardbook.org/public/Organization/2605,high,2026-01-15
220903,Aledo ISD,Parker,6000,https://www.aledoisd.org,swagit,https://aledoisdtx.new.swagit.com/,,,Board meeting videos on Swagit platform. Dedicated page at aledoisd.org/school-board/school-board/board-meeting-videos. Monthly meetings at 6pm. Uses BoardBook at meetings.boardbook.org/Public/Organization/871,high,2026-01-15
015904,Southside ISD,Bexar,6000,https://southsideisd.org,youtube,https://www.youtube.com/playlist?list=PLmF4iR4gkH0NZd3BZRpL17v8QWJUJVtsn,,,Board Meeting Videos on YouTube playlist. Board meetings page at southsideisd.org/board/meetings/. Uses BoardBook at meetings.boardbook.org/public/Organization/874,high,2026-01-15
161912,Farmersville ISD,Collin,3000,https://www.farmersvilleisd.net,none_found,https://meetings.boardbook.org/Public/Organization/1008,,,BoardBook for agendas. District does not meet minimum population requirements for online video recordings. Uses BoardBook at meetings.boardbook.org/Public/Organization/1008,low,2026-01-15
071906,Fabens ISD,El Paso,2000,https://www.fabensisd.net,none_found,https://meetings.boardbook.org/public/organization/1346,,,BoardBook for agendas and minutes. No video archive found,low,2026-01-15
246902,Del Valle ISD,Travis,11000,https://www.delvalleisd.net,swagit,https://delvalleisdtx.new.swagit.com/,2020,,Board meetings on Swagit platform. Archive back to at least 2020. Also available at older domain delvalleisdtx.swagit.com/play,high,2026-01-15
246905,Manor ISD,Travis,13000,https://www.manorisd.net,youtube,https://www.youtube.com/@manorisdtv,,@manorisdtv,Board meetings livestreamed and archived on YouTube @manorisdtv. Found via district Board of Trustees page. Third Monday monthly at 5pm,high,2026-01-15
246912,Lake Travis ISD,Travis,12000,https://laketravisisd.net,swagit,https://laketravisisdtx.new.swagit.com/,,,Found via pattern matching. Swagit platform at https://laketravisisdtx.new.swagit.com/. Automated discovery.,high,2026-01-15
220911,Granbury ISD,Hood,6000,https://www.granburyisd.org,youtube,https://www.youtube.com,,Board meetings livestreamed on YouTube. Example video found at youtube.com/live/YhYCle-UMdo. Uses BoardBook at meetings.boardbook.org/public/Organization/772,high,2026-01-15,
108908,Pilot Point ISD,Denton,2000,https://www.pilotpointisd.com,website_archive,https://www.pilotpointisd.com/apps/pages/index.jsp?uREC_ID=408865&type=d&pREC_ID=787063,2025,,School Board Recordings hosted on Google Drive. Meetings from July-December 2025 available. Archived recordings page exists for older meetings,high,2026-01-15
220920,Springtown ISD,Parker,4000,https://www.springtownisd.net,none_found,https://meetings.boardbook.org/public/Organization/1407,,,BoardBook Premier for agendas. No video archive found on district website,low,2026-01-15
